107.754647,38.170480,0.000000
107.811705,38.170585,0.000000
107.811821,38.125540,0.000000
107.754798,38.125435,0.000000
107.811937,38.080495,0.000000
107.754948,38.080390,0.000000
107.812052,38.035449,0.000000
107.755098,38.035344,0.000000
107.812167,37.990403,0.000000
107.755248,37.990298,0.000000
107.812282,37.945356,0.000000
107.755398,37.945252,0.000000
107.812396,37.900309,0.000000
107.755547,37.900205,0.000000
107.812510,37.855262,0.000000
107.755696,37.855158,0.000000
107.812624,37.810215,0.000000
107.755844,37.810111,0.000000
107.812738,37.765167,0.000000
107.755992,37.765063,0.000000
107.812851,37.720119,0.000000
107.756140,37.720015,0.000000
107.812965,37.675070,0.000000
107.756288,37.674967,0.000000
107.813078,37.630021,0.000000
107.756435,37.629918,0.000000
107.813190,37.584972,0.000000
107.756582,37.584869,0.000000
107.813303,37.539922,0.000000
107.756728,37.539819,0.000000
107.813415,37.494872,0.000000
107.756874,37.494770,0.000000
107.813527,37.449822,0.000000
107.757020,37.449720,0.000000
107.813639,37.404772,0.000000
107.757166,37.404669,0.000000
107.813750,37.359721,0.000000
107.757311,37.359618,0.000000
107.813861,37.314669,0.000000
107.757456,37.314567,0.000000
107.813972,37.269618,0.000000
107.757601,37.269516,0.000000
107.814083,37.224566,0.000000
107.757745,37.224464,0.000000
107.814193,37.179513,0.000000
107.757889,37.179412,0.000000
107.814304,37.134461,0.000000
107.758032,37.134359,0.000000
107.814414,37.089408,0.000000
107.758176,37.089306,0.000000
107.868764,38.170663,0.000000
107.868845,38.125618,0.000000
107.868925,38.080572,0.000000
107.869006,38.035526,0.000000
107.869086,37.990480,0.000000
107.869166,37.945433,0.000000
107.869246,37.900386,0.000000
107.869325,37.855339,0.000000
107.869405,37.810291,0.000000
107.869484,37.765243,0.000000
107.869563,37.720195,0.000000
107.869642,37.675146,0.000000
107.869721,37.630097,0.000000
107.869799,37.585048,0.000000
107.869878,37.539998,0.000000
107.869956,37.494948,0.000000
107.870034,37.449898,0.000000
107.870112,37.404847,0.000000
107.870189,37.359796,0.000000
107.870267,37.314745,0.000000
